136.500000 6.500000 1
136.500000 7.000000 1
136.500000 7.500000 1
136.500000 8.000000 1
137.000000 6.500000 1
137.000000 7.000000 1
137.000000 7.500000 1
137.000000 8.000000 1
137.500000 6.500000 1
137.500000 7.000000 1
137.500000 7.500000 1
137.500000 8.000000 1
138.000000 6.500000 1
138.000000 7.000000 1
138.000000 7.500000 1
138.000000 8.000000 1
136.000000 7.000000 2
135.000000 7.000000 2
134.000000 7.000000 2
133.000000 7.000000 2
132.000000 7.000000 2
131.000000 7.000000 2
130.000000 7.000000 2
136.000000 6.500000 2
135.000000 6.500000 2
134.000000 6.500000 2
133.000000 6.500000 2
132.000000 6.500000 2
131.000000 6.500000 2
130.000000 6.500000 2
140.000000 8.000000 3
140.000000 7.000000 3
140.000000 6.000000 3
137.000000 4.500000 3
136.000000 4.500000 3
135.000000 4.500000 3
134.000000 4.500000 3
133.000000 4.500000 3
132.000000 4.500000 3
137.000000 9.000000 3
136.000000 9.000000 3
135.000000 9.000000 3
134.000000 9.000000 3
133.000000 9.000000 3
132.000000 9.000000 3
136.000000 6.000000 2
135.000000 5.500000 2
134.000000 6.000000 2
133.000000 6.000000 2
132.000000 6.000000 2
131.000000 6.000000 2
